#,File Name,True,Pred,Prob,Type,Set
61,C_D_0016_fall_seq_005.npy,fall,no_fall,0.2580,FN,val
62,S_N_323_resized_fall_seq_002.npy,fall,no_fall,0.2618,FN,val
63,S_D_0041_fall_seq_003.npy,fall,no_fall,0.1744,FN,val
64,C_N_241_fall_seq_000.npy,fall,no_fall,0.2308,FN,val
65,S_D_0104_resized_fall_seq_001.npy,fall,no_fall,0.0239,FN,val
66,S_N_565_resized_fall_seq_003.npy,fall,no_fall,0.2507,FN,val
67,S_N_150_fall_seq_001.npy,fall,no_fall,0.1503,FN,val
68,20240913131637_fall_seq_000.npy,fall,no_fall,0.0001,FN,val
69,C_N_505_fall_seq_000.npy,fall,no_fall,0.0473,FN,val
70,S_M_182_resized_fall_seq_000.npy,fall,no_fall,0.0088,FN,val
71,S_N_508_resized_fall_seq_001.npy,fall,no_fall,0.0995,FN,val
72,S_D_0245_fall_seq_001.npy,fall,no_fall,0.0058,FN,val
73,20240917153156_fall_seq_000.npy,fall,no_fall,0.4100,FN,val
74,C_N_300_resized_fall_seq_000.npy,fall,no_fall,0.2803,FN,val
75,S_D_0060_fall_seq_006.npy,fall,no_fall,0.0955,FN,val
76,S_F22_cam6_fall_seq_000.npy,fall,no_fall,0.0193,FN,val
77,S_M_10_resized_fall_seq_000.npy,fall,no_fall,0.0240,FN,val
78,S_N_251_resized_fall_seq_002.npy,fall,no_fall,0.4876,FN,val
79,S_N_196_resized_fall_seq_000.npy,fall,no_fall,0.1141,FN,val
80,S_N_323_resized_fall_seq_000.npy,fall,no_fall,0.1044,FN,val
81,C_D_0178_fall_seq_004.npy,fall,no_fall,0.0851,FN,val
82,C_N_10_fall_seq_000.npy,fall,no_fall,0.0164,FN,val
83,S_D_0096_resized_fall_seq_007.npy,fall,no_fall,0.0589,FN,val
84,S_F7_cam8_fall_seq_000.npy,fall,no_fall,0.2438,FN,val
85,S_N_142_fall_seq_002.npy,fall,no_fall,0.0857,FN,val
86,20240919205901_fall_seq_000.npy,fall,no_fall,0.0943,FN,val
87,S_N_06_fall_seq_000.npy,fall,no_fall,0.2310,FN,val
88,20240915184232_fall_seq_000.npy,fall,no_fall,0.0260,FN,val
89,S_N_506_resized_fall_seq_001.npy,fall,no_fall,0.1311,FN,val
90,S_N_548_resized_fall_seq_000.npy,fall,no_fall,0.2265,FN,val
91,20240917132847_fall_seq_000.npy,fall,no_fall,0.0044,FN,val
92,S_N_320_resized_fall_seq_001.npy,fall,no_fall,0.2759,FN,val
93,C_N_245_fall_seq_000.npy,fall,no_fall,0.0167,FN,val
94,20240914130643_fall_seq_000.npy,fall,no_fall,0.0004,FN,val
95,S_F22_cam2_fall_seq_000.npy,fall,no_fall,0.0000,FN,val
96,S_M_126_fall_seq_002.npy,fall,no_fall,0.0000,FN,val
97,C_N_553_resized_fall_seq_000.npy,fall,no_fall,0.0185,FN,val
98,S_D_0159_fall_seq_005.npy,fall,no_fall,0.0000,FN,val
99,S_D_0085_resized_fall_seq_005.npy,fall,no_fall,0.0039,FN,val
100,C_M_114_resized_fall_seq_000.npy,fall,no_fall,0.0389,FN,val
101,S_M_108_fall_seq_002.npy,fall,no_fall,0.4993,FN,val
102,20240913124610_fall_seq_000.npy,fall,no_fall,0.1442,FN,val
103,C_N_112_fall_seq_006.npy,fall,no_fall,0.2570,FN,val
104,S_N_508_resized_fall_seq_000.npy,fall,no_fall,0.2576,FN,val
105,C_M_170_fall_seq_000.npy,fall,no_fall,0.0005,FN,val
106,C_D_0171_fall_seq_014.npy,fall,no_fall,0.2785,FN,val
107,C_M_187_resized_fall_seq_000.npy,fall,no_fall,0.0878,FN,val
108,S_D_0159_fall_seq_004.npy,fall,no_fall,0.0000,FN,val
109,B_D_0252_no_fall_seq_003.npy,no_fall,fall,0.9833,FP,test
110,B_N_166_resized_no_fall_seq_000.npy,no_fall,fall,0.9997,FP,test
111,S_D_0095_resized_no_fall_seq_000.npy,no_fall,fall,0.8263,FP,test
112,L0004_no_fall_seq_000.npy,no_fall,fall,0.9949,FP,test
113,C_D_0173_no_fall_seq_012.npy,no_fall,fall,0.6244,FP,test
114,B_N_70_resized_no_fall_seq_000.npy,no_fall,fall,0.9695,FP,test
115,B_M_158_no_fall_seq_001.npy,no_fall,fall,0.9743,FP,test
116,B_D_0176_no_fall_seq_000.npy,no_fall,fall,0.9997,FP,test
117,C_D_0180_no_fall_seq_006.npy,no_fall,fall,0.7728,FP,test
118,B_N_264_resized_no_fall_seq_000.npy,no_fall,fall,0.9989,FP,test
119,S_M_215_resized_no_fall_seq_001.npy,no_fall,fall,0.9840,FP,test
120,B_D_0183_no_fall_seq_000.npy,no_fall,fall,0.9964,FP,test
121,B_N_335_resized_no_fall_seq_000.npy,no_fall,fall,0.9990,FP,test
122,C0184_no_fall_seq_000.npy,no_fall,fall,0.9896,FP,test
123,C_D_0174_no_fall_seq_006.npy,no_fall,fall,0.6949,FP,test
124,B_D_0203_no_fall_seq_000.npy,no_fall,fall,0.9958,FP,test
125,S_N_505_resized_no_fall_seq_000.npy,no_fall,fall,0.9505,FP,test
126,B_N_415_no_fall_seq_002.npy,no_fall,fall,0.9806,FP,test
127,C_D_0082_resized_no_fall_seq_000.npy,no_fall,fall,0.8958,FP,test
128,S_N_149_no_fall_seq_000.npy,no_fall,fall,0.9796,FP,test
129,S_D_0208_no_fall_seq_001.npy,no_fall,fall,0.9343,FP,test
130,B_N_385_no_fall_seq_000.npy,no_fall,fall,0.9920,FP,test
131,S_N_142_no_fall_seq_000.npy,no_fall,fall,0.9862,FP,test
132,S_N_376_resized_no_fall_seq_000.npy,no_fall,fall,0.9120,FP,test
133,S_M_183_resized_no_fall_seq_000.npy,no_fall,fall,0.9985,FP,test
134,S_N_379_resized_no_fall_seq_000.npy,no_fall,fall,0.5265,FP,test
135,B_N_06_no_fall_seq_000.npy,no_fall,fall,0.9457,FP,test
136,S_D_0187_no_fall_seq_001.npy,no_fall,fall,0.9789,FP,test
137,B_D_0250_no_fall_seq_000.npy,no_fall,fall,0.8937,FP,test
138,B_N_509_resized_no_fall_seq_000.npy,no_fall,fall,0.9934,FP,test
139,C_D_0025_no_fall_seq_003.npy,no_fall,fall,1.0000,FP,test
140,C_M_206_resized_no_fall_seq_002.npy,no_fall,fall,0.9611,FP,test
141,B_N_319_no_fall_seq_001.npy,no_fall,fall,0.9831,FP,test
142,S_M_215_resized_no_fall_seq_000.npy,no_fall,fall,0.9752,FP,test
143,C_D_0109_no_fall_seq_001.npy,no_fall,fall,0.8371,FP,test
144,C_D_0170_no_fall_seq_006.npy,no_fall,fall,0.9235,FP,test
145,S_D_0006_no_fall_seq_003.npy,no_fall,fall,0.5943,FP,test
146,B_N_238_no_fall_seq_000.npy,no_fall,fall,0.9035,FP,test
147,B_N_359_no_fall_seq_000.npy,no_fall,fall,0.6757,FP,test
148,C_D_0053_no_fall_seq_000.npy,no_fall,fall,0.5579,FP,test
149,B_N_272_resized_no_fall_seq_001.npy,no_fall,fall,0.9904,FP,test
150,B_N_130_no_fall_seq_001.npy,no_fall,fall,0.8250,FP,test
151,C_N_291_resized_no_fall_seq_000.npy,no_fall,fall,0.8465,FP,test
152,C_D_0173_no_fall_seq_013.npy,no_fall,fall,0.7431,FP,test
153,C_D_0166_resized_no_fall_seq_001.npy,no_fall,fall,0.9762,FP,test
154,B_N_354_resized_no_fall_seq_000.npy,no_fall,fall,0.7171,FP,test
155,C_D_0170_no_fall_seq_005.npy,no_fall,fall,0.9645,FP,test
156,C_M_110_no_fall_seq_000.npy,no_fall,fall,0.7771,FP,test
157,B_N_394_no_fall_seq_000.npy,no_fall,fall,0.9215,FP,test
158,C_M_05_resized_no_fall_seq_000.npy,no_fall,fall,0.8866,FP,test
159,C0065_no_fall_seq_000.npy,no_fall,fall,0.9958,FP,test
160,S_D_0146_resized_no_fall_seq_001.npy,no_fall,fall,0.9585,FP,test
161,B_D_0177_no_fall_seq_003.npy,no_fall,fall,0.5368,FP,test
162,C_D_0166_resized_no_fall_seq_005.npy,no_fall,fall,0.8344,FP,test
163,B_N_326_no_fall_seq_003.npy,no_fall,fall,0.9852,FP,test
164,B_D_0256_no_fall_seq_001.npy,no_fall,fall,0.9992,FP,test
165,S_D_0104_resized_fall_seq_002.npy,fall,no_fall,0.0415,FN,test
166,C_N_551_resized_fall_seq_000.npy,fall,no_fall,0.0572,FN,test
167,S_M_169_resized_fall_seq_001.npy,fall,no_fall,0.0121,FN,test
168,S_D_0005_resized_fall_seq_001.npy,fall,no_fall,0.2568,FN,test
169,S_N_554_resized_fall_seq_000.npy,fall,no_fall,0.2754,FN,test
170,S_D_0038_resized_fall_seq_000.npy,fall,no_fall,0.0000,FN,test
171,S_D_0245_fall_seq_000.npy,fall,no_fall,0.0003,FN,test
172,S_M_176_resized_fall_seq_000.npy,fall,no_fall,0.3113,FN,test
173,S_F19_cam3_fall_seq_000.npy,fall,no_fall,0.3369,FN,test
174,C_M_95_resized_fall_seq_000.npy,fall,no_fall,0.0421,FN,test
175,C_D_0093_resized_fall_seq_001.npy,fall,no_fall,0.2995,FN,test
176,C_N_114_resized_fall_seq_006.npy,fall,no_fall,0.0853,FN,test
177,S_M_239_fall_seq_000.npy,fall,no_fall,0.0001,FN,test
178,C_D_0176_fall_seq_011.npy,fall,no_fall,0.0355,FN,test
179,C_N_350_fall_seq_000.npy,fall,no_fall,0.0083,FN,test
180,C_N_554_resized_fall_seq_000.npy,fall,no_fall,0.0400,FN,test
181,S_N_320_resized_fall_seq_002.npy,fall,no_fall,0.4955,FN,test
182,S_D_0154_resized_fall_seq_000.npy,fall,no_fall,0.1195,FN,test
183,C_D_0145_fall_seq_005.npy,fall,no_fall,0.0050,FN,test
184,S_N_234_resized_fall_seq_000.npy,fall,no_fall,0.1233,FN,test
185,S_F3_cam5_fall_seq_000.npy,fall,no_fall,0.0235,FN,test
186,C_N_233_resized_fall_seq_000.npy,fall,no_fall,0.0042,FN,test
187,C_N_140_fall_seq_000.npy,fall,no_fall,0.1213,FN,test
188,S_N_549_resized_fall_seq_000.npy,fall,no_fall,0.0001,FN,test
189,C_N_510_resized_fall_seq_012.npy,fall,no_fall,0.1094,FN,test
190,S_N_509_resized_fall_seq_001.npy,fall,no_fall,0.1623,FN,test
191,S_D_0223_resized_fall_seq_005.npy,fall,no_fall,0.1823,FN,test
192,S_M_233_fall_seq_000.npy,fall,no_fall,0.0048,FN,test
193,S_N_22_fall_seq_000.npy,fall,no_fall,0.3824,FN,test
194,C_D_0167_resized_fall_seq_022.npy,fall,no_fall,0.3817,FN,test
195,S_M_165_resized_fall_seq_000.npy,fall,no_fall,0.0940,FN,test
196,S_D_0085_resized_fall_seq_004.npy,fall,no_fall,0.3629,FN,test
197,S_F4_cam5_fall_seq_002.npy,fall,no_fall,0.2517,FN,test
198,S_N_06_fall_seq_003.npy,fall,no_fall,0.4139,FN,test
199,S_D_0005_resized_fall_seq_000.npy,fall,no_fall,0.1218,FN,test
200,20240916195114_fall_seq_000.npy,fall,no_fall,0.0001,FN,test
201,S_F16_cam3_fall_seq_000.npy,fall,no_fall,0.3110,FN,test
202,C_D_0160_resized_fall_seq_002.npy,fall,no_fall,0.0000,FN,test
203,S_D_0249_fall_seq_005.npy,fall,no_fall,0.1841,FN,test
204,C_D_0226_resized_fall_seq_005.npy,fall,no_fall,0.2560,FN,test
205,C_D_0087_resized_fall_seq_000.npy,fall,no_fall,0.4648,FN,test
206,S_D_0219_fall_seq_000.npy,fall,no_fall,0.0232,FN,test
207,S_F11_cam5_fall_seq_000.npy,fall,no_fall,0.0010,FN,test
208,S_M_108_fall_seq_001.npy,fall,no_fall,0.3660,FN,test
209,S_F10_cam6_fall_seq_000.npy,fall,no_fall,0.1415,FN,test
210,S_N_509_resized_fall_seq_000.npy,fall,no_fall,0.0732,FN,test
211,C_N_138_fall_seq_000.npy,fall,no_fall,0.2673,FN,test
212,C_N_357_resized_fall_seq_001.npy,fall,no_fall,0.0647,FN,test
213,S_F10_cam5_fall_seq_000.npy,fall,no_fall,0.4313,FN,test
214,S_N_233_resized_fall_seq_000.npy,fall,no_fall,0.0009,FN,test
215,S_N_143_fall_seq_001.npy,fall,no_fall,0.3728,FN,test
216,C_N_541_fall_seq_000.npy,fall,no_fall,0.0072,FN,test
217,C_N_114_resized_fall_seq_000.npy,fall,no_fall,0.0017,FN,test
218,S_D_0060_fall_seq_007.npy,fall,no_fall,0.1385,FN,test
219,S_M_169_resized_fall_seq_002.npy,fall,no_fall,0.0037,FN,test
220,20240917132826_fall_seq_000.npy,fall,no_fall,0.0039,FN,test
221,S_N_266_fall_seq_000.npy,fall,no_fall,0.2743,FN,test
222,S_M_16_resized_fall_seq_001.npy,fall,no_fall,0.0674,FN,test
223,C_D_0167_resized_fall_seq_023.npy,fall,no_fall,0.0404,FN,test
224,S_D_0104_resized_fall_seq_000.npy,fall,no_fall,0.0036,FN,test
225,S_D_0238_resized_fall_seq_007.npy,fall,no_fall,0.0001,FN,test
226,S_D_0176_fall_seq_005.npy,fall,no_fall,0.1847,FN,test
227,C_N_84_resized_fall_seq_000.npy,fall,no_fall,0.0000,FN,test
228,C_D_0139_resized_fall_seq_002.npy,fall,no_fall,0.0291,FN,test
229,C_D_0172_fall_seq_000.npy,fall,no_fall,0.0619,FN,test
230,S_F6_cam5_fall_seq_000.npy,fall,no_fall,0.0057,FN,test
231,S_N_145_fall_seq_001.npy,fall,no_fall,0.1473,FN,test
232,S_F15_cam5_fall_seq_000.npy,fall,no_fall,0.0377,FN,test
233,S_F20_cam3_fall_seq_000.npy,fall,no_fall,0.0379,FN,test
234,20240919205138_fall_seq_000.npy,fall,no_fall,0.0003,FN,test
235,C_M_02_fall_seq_005.npy,fall,no_fall,0.4327,FN,test
236,C_N_553_resized_fall_seq_001.npy,fall,no_fall,0.0939,FN,test
237,S_N_506_resized_fall_seq_000.npy,fall,no_fall,0.1466,FN,test
238,S_D_0085_resized_fall_seq_007.npy,fall,no_fall,0.0665,FN,test
239,S_D_0069_fall_seq_001.npy,fall,no_fall,0.0193,FN,test
